numac,codeinsee,ville,lumiere,intersection,atmospherique,collision,route,tues,hospitalises,leger,indemnes,gravite,latitude,longitude
441643,78231,Favrieux,1,1,4,6,3,1,0,0,0,100,48.954,1.649
441644,78337,Limetz-Villez,5,1,4,7,3,1,0,0,0,100,49.0466,1.54347
441645,78381,Maulette,1,9,1,7,2,1,0,0,0,100,48.7901,1.62868
441646,78624,Triel-sur-Seine,1,1,1,6,3,1,0,0,0,100,48.9694,2.01293
441647,78010,Les Alluets-le-Roi,1,1,7,6,4,1,0,0,0,100,48.9046,1.93412
441648,78551,Saint-Germain-en-Laye,5,1,9,3,3,1,0,0,1,100,48.891,2.10016
441649,78380,Maule,1,3,1,1,4,1,0,0,1,100,48.9095,1.85856
441650,78368,Mareil-sur-Mauldre,1,1,1,1,3,1,0,0,1,100,48.9016,1.86582
441651,78020,Arnouville-les-Mantes,1,2,1,5,3,1,0,0,2,100,48.8897,1.72228
441652,78486,Le Perray-en-Yvelines,3,1,1,6,2,1,0,0,0,100,48.677,1.84098
441653,78624,Triel-sur-Seine,2,3,1,3,4,1,0,0,1,100,48.9815,2.01806
441654,78644,La Verriere,3,1,1,6,2,1,0,0,2,100,48.7603,1.95774
441655,78089,Bonnieres-sur-Seine,1,1,1,6,3,1,0,0,0,100,49.0363,1.57305
441656,78242,Fontenay-le-Fleury,1,1,1,6,5,1,0,0,0,100,48.8178,2.05643
441657,78073,Bois-d'Arcy,1,2,1,6,3,1,0,0,2,100,48.8007,2.03187
441658,78646,Versailles,1,2,1,6,3,1,0,0,1,100,48.8021,2.13087
441659,78531,Rosny-sur-Seine,3,1,1,6,1,1,0,0,4,100,48.9927,1.63254
441660,78616,Thoiry,1,1,1,1,3,1,0,0,1,100,48.8613,1.80411
441661,78536,Sailly,3,1,1,6,3,1,0,0,0,100,49.0431,1.79815
441662,78497,Poigny-la-Foret,3,1,1,6,3,1,0,0,1,100,48.69,1.774
441663,78092,Bougival,1,2,1,6,3,1,0,0,1,100,48.8675,2.13822
441664,78404,Millemont,3,1,1,6,2,1,0,0,7,100,48.7985,1.73591
441667,78118,Buchelay,1,1,1,3,4,1,0,0,1,100,48.987,1.68198
441668,78551,Saint-Germain-en-Laye,1,3,1,6,4,1,0,0,1,100,48.9008,2.08528
441669,78615,Thiverval-Grignon,3,1,3,6,3,1,0,0,1,100,48.852,1.952
441670,78650,Le Vesinet,5,4,1,6,4,1,0,0,0,100,48.8909,2.13399
441671,78423,Montigny-le-Bretonneux,1,1,1,3,3,1,0,0,1,100,48.7842,2.03552
441672,78624,Triel-sur-Seine,5,1,2,6,3,1,0,0,0,100,48.96683,2.01181
441673,78117,Buc,5,1,1,6,4,1,0,0,0,100,48.7733,2.12621
441674,78123,Carrieres-sous-Poissy,5,1,1,7,3,1,0,0,0,100,48.945164,2.027682
441675,78265,Garancieres,1,1,2,7,3,1,0,0,0,100,48.83,1.748
441676,78003,Ablis,3,1,1,6,2,1,0,0,0,100,48.524,1.83
441677,78009,Allainville,1,1,1,6,1,1,0,0,1,100,48.461,1.91
441678,78071,Boinville-le-Gaillard,2,1,1,1,2,1,0,0,2,100,48.4942,1.84362
441679,78033,Aulnay-sur-Mauldre,5,1,1,6,4,1,0,0,1,100,48.9293,1.84182
441680,78090,Bouafle,3,1,8,6,1,1,0,0,8,100,48.9699,1.91244
441681,78688,Voisins-le-Bretonneux,1,2,1,3,3,1,0,0,0,100,48.7624,2.04427
441682,78321,Jouars-Pontchartrain,1,2,1,1,3,1,0,0,1,100,48.8012,1.9039
441683,78267,Gargenville,1,1,1,6,3,1,0,0,2,100,48.988,1.81016
441684,78263,Gambais,1,1,1,6,2,1,0,0,0,100,48.7984,1.7211
441685,78531,Rosny-sur-Seine,1,1,1,6,1,1,0,0,0,100,48.9998,1.61147
441686,78368,Mareil-sur-Mauldre,1,1,1,6,3,1,0,0,0,100,48.9017,1.8658
441687,78158,Le Chesnay,2,1,1,6,1,1,0,0,0,100,48.8331,2.13686
441688,78520,Richebourg,1,9,7,3,3,1,0,0,1,100,48.8297,1.64102
441689,78057,Bennecourt,1,1,1,6,4,1,0,0,0,100,49.0448,1.55993
441690,78015,Andresy,1,1,1,6,3,1,0,0,0,100,48.9919,2.06001
441691,78146,Chatou,5,2,1,6,3,1,0,0,0,100,48.8901,2.15523
441692,78586,Sartrouville,1,1,1,5,3,1,0,0,4,100,48.9444,2.1591
441693,78586,Sartrouville,5,3,1,3,4,1,0,0,1,100,48.9374,2.18616
441694,78030,Auffargis,1,1,1,1,3,1,0,0,1,100,48.7026,1.88355
441695,78158,Le Chesnay,5,3,1,3,3,1,0,0,1,100,48.8221,2.13864
441696,78190,Croissy-sur-Seine,5,1,1,7,4,1,0,0,0,100,48.8876,2.11917
441697,78642,Verneuil-sur-Seine,1,2,1,3,3,1,0,0,4,100,48.9919,1.94215
441698,78285,Gressey,1,1,1,1,3,1,0,0,1,100,48.8438,1.60461
441699,78551,Saint-Germain-en-Laye,5,1,1,1,3,1,0,0,1,100,48.8945,2.10047
441701,78057,Bennecourt,1,1,1,3,3,1,0,0,1,100,49.041,1.573
441702,78172,Conflans-Sainte-Honorine,1,4,1,3,2,1,0,0,1,100,49.000826,2.080917
441703,78123,Carrieres-sous-Poissy,1,1,1,6,3,1,0,0,3,100,48.945164,2.027682
441705,78362,Mantes-la-Ville,1,3,1,6,4,1,0,0,1,100,48.9756,1.71283
441706,78358,Maisons-Laffitte,5,1,1,7,4,1,0,0,0,100,48.95712,2.16959
441707,78383,Maurepas,2,1,8,2,4,1,0,0,1,100,48.75879,1.92383
441708,78466,Orgeval,1,1,1,3,1,1,0,0,1,100,48.9206,2.00311
441709,78551,Saint-Germain-en-Laye,1,3,1,6,4,1,0,0,2,100,48.8994,2.09345
441710,78384,Medan,1,1,1,6,3,1,0,0,0,100,48.9641,1.9931
441711,78231,Favrieux,5,1,1,6,3,1,0,0,0,100,48.947,1.644
441713,78192,Dammartin-en-Serve,1,1,1,6,3,1,0,0,0,100,48.9128,1.60291
441716,78601,Sonchamp,1,1,5,6,1,1,0,0,0,100,48.516,1.935
441717,78668,La Villeneuve-en-Chevrie,2,9,1,6,1,1,0,0,1,100,49.025,1.548
441718,78455,Noisy-le-Roi,1,1,8,3,3,1,0,0,1,100,48.851,2.053
441719,78208,Elancourt,1,1,1,1,3,1,0,0,1,100,48.78736,1.961831
441720,78396,Le Mesnil-le-Roi,1,1,1,6,3,1,0,0,0,100,48.92794,2.12296
441721,78361,Mantes-la-Jolie,5,3,1,6,4,1,0,0,0,100,48.99863,1.71093
441722,78350,Louveciennes,2,1,1,6,2,1,0,0,0,100,48.8574,2.10695
441723,78401,Meulan-en-Yvelines,2,3,1,1,3,1,0,0,1,100,49.014589,1.922819
441724,78498,Poissy,1,2,1,3,3,1,0,0,1,100,48.9334,2.04907
441725,78498,Poissy,1,3,1,6,4,1,0,0,1,100,48.92713,2.04631
441726,78551,Saint-Germain-en-Laye,3,1,3,6,2,1,0,0,1,100,48.9451,2.09523
441727,78481,Le Pecq,1,9,1,3,3,1,0,0,1,100,48.90269,2.10822
441728,78640,Velizy-Villacoublay,1,1,1,6,4,1,0,0,1,100,48.78445,2.21926
441729,78646,Versailles,5,3,1,6,3,1,0,0,0,100,48.80245,2.12768
441730,78646,Versailles,1,2,1,6,3,1,0,0,2,100,48.80359,2.15579
441731,78650,Le Vesinet,1,3,1,3,3,1,0,0,1,100,48.902,2.13389
441732,78650,Le Vesinet,1,1,1,5,3,1,0,0,5,100,48.89647,2.12169
441733,78650,Le Vesinet,1,1,8,1,3,1,0,0,1,100,48.89647,2.12169
441734,78126,La Celle-Saint-Cloud,1,1,8,5,1,1,0,0,2,100,48.8388,2.12104
441735,78090,Bouafle,1,1,1,2,1,1,0,0,2,100,48.9704,1.90568
441736,78029,Aubergenville,3,1,1,6,1,1,0,0,1,100,48.965112,1.8477
441737,78117,Buc,4,1,1,2,2,1,0,0,1,100,48.788073,2.141101
441738,78043,Bailly,3,1,5,6,1,1,0,0,0,100,48.845402,2.085789
443504,91687,Viry-Chatillon,1,1,2,6,2,1,0,0,2,100,48.66158,2.374751
443506,91326,Juvisy-sur-Orge,1,1,1,6,4,1,0,0,2,100,48.68918,2.38693
443507,91286,Grigny,5,2,1,3,4,1,0,0,1,100,48.64794,2.37951
443508,91103,Bretigny-sur-Orge,5,2,1,3,4,1,0,0,1,100,48.61256,2.30407
443509,91201,Draveil,1,3,1,1,4,1,0,0,1,100,48.68395,2.41519
443512,91411,Les Molieres,1,2,3,1,3,1,0,0,1,100,48.117,2.108
443517,91111,Briis-sous-Forges,1,1,2,6,1,1,0,0,1,100,48.619,2.124
443518,91027,Athis-Mons,1,2,1,6,3,1,0,0,1,100,48.70883,2.38243
443519,91027,Athis-Mons,1,2,1,6,4,1,0,0,1,100,48.720787,2.406608
443520,91235,Fleury-Merogis,3,1,1,7,2,1,0,0,1,100,48.625422,2.363023
443521,91182,Courcouronnes,3,1,5,6,2,1,0,0,1,100,48.622974,2.42073
443522,91103,Bretigny-sur-Orge,3,1,1,3,3,1,0,0,1,100,48.592539,2.309891
443523,91286,Grigny,1,9,1,3,3,1,0,0,1,100,48.653768,2.396434
443524,91421,Montgeron,1,1,1,7,2,1,0,0,0,100,48.689976,2.465818
443525,91216,Epinay-sur-Orge,5,1,1,6,4,1,0,0,1,100,48.67305,2.32068
443526,91553,Saint-Germain-les-Corbeil,1,1,2,4,2,1,0,0,3,100,48.625761,2.473651
443528,91511,Pussay,3,1,2,6,3,1,0,0,0,100,48.35,1.98
443530,91617,Tigery,2,1,1,6,2,1,0,0,0,100,48.648,2.538
443532,91553,Saint-Germain-les-Corbeil,3,9,1,7,2,1,0,0,0,100,48.629,2.476
443536,91064,Bievres,3,1,1,6,3,1,0,0,0,100,48.752184,2.205684
443537,91691,Yerres,3,2,3,6,4,1,0,0,1,100,48.71434,2.50132
443539,91226,Etrechy,1,1,1,1,2,1,0,0,1,100,48.521,2.204
443540,91689,Wissous,1,1,1,6,1,1,0,0,0,100,48.743926,2.323222
443542,91135,Champcueil,1,1,1,1,3,1,0,0,1,100,48.513,2.471
443543,91657,Vigneux-sur-Seine,1,2,8,3,4,1,0,0,1,100,48.717718,2.43858
443544,91433,Morigny-Champigny,1,1,1,7,2,1,0,0,0,100,48.440919,2.208608
443545,91027,Athis-Mons,5,1,2,6,2,1,0,0,1,100,48.705972,2.371585
443546,91340,Lisses,2,1,1,7,2,1,0,0,0,100,48.609395,2.439954
443547,91477,Palaiseau,1,1,1,3,1,1,0,0,2,100,48.71535,2.253985
443548,91386,Mennecy,1,1,1,5,3,1,0,0,2,100,48.571,2.444
443549,91235,Fleury-Merogis,3,1,1,2,2,1,0,0,1,100,48.625422,2.363023
443550,91045,Ballancourt-sur-Essonne,3,1,5,6,2,1,0,0,1,100,48.525,2.392
443551,91469,Ormoy-la-Riviere,3,1,8,7,3,1,0,0,0,100,48.41082,2.14365
443552,91161,Chilly-Mazarin,3,1,2,6,1,1,0,0,0,100,48.708638,2.306833
443554,91514,Quincy-sous-Senart,3,1,1,6,3,1,0,0,5,100,48.670261,2.526415
443555,91386,Mennecy,5,9,3,6,2,1,0,0,1,100,48.56,2.419
443556,91482,Pecqueuse,3,1,1,6,3,1,0,0,0,100,48.653,2.038
443557,91479,Paray-Vieille-Poste,1,2,1,6,4,1,0,0,1,100,48.70806,2.36882
443558,91689,Wissous,5,1,8,2,1,1,0,0,1,100,48.742315,2.322159
443559,91457,La Norville,1,2,1,3,3,1,0,0,1,100,48.575466,2.263838
443560,91021,Arpajon,1,2,1,3,4,1,0,0,2,100,48.586268,2.248778
443561,91689,Wissous,1,1,8,2,1,1,0,0,1,100,48.742315,2.322159
443562,91041,Avrainville,1,1,1,1,3,1,0,0,1,100,48.578,2.249
443563,91665,La Ville-du-Bois,2,1,1,1,5,1,0,0,1,100,48.676,2.277
443565,91457,La Norville,1,8,1,3,4,1,0,0,1,100,48.58933,2.26052
443566,91657,Vigneux-sur-Seine,1,1,1,6,4,1,0,0,1,100,48.70864,2.41558
443567,91477,Palaiseau,1,1,1,6,3,1,0,0,1,100,48.718731,2.226107
443568,91064,Bievres,3,1,1,7,2,1,0,0,0,100,48.749763,2.201506
443569,91249,Forges-les-Bains,5,1,1,6,4,1,0,0,5,100,48.631,2.098
443572,91661,Villebon-sur-Yvette,3,1,1,7,2,1,0,0,0,100,48.696274,2.222896
443573,91179,Le Coudray-Montceaux,3,1,1,7,2,1,0,0,0,100,48.56,2.501
443574,91339,Linas,3,1,1,6,2,1,0,0,0,100,48.625664,2.261747
443575,91114,Brunoy,1,1,1,6,4,1,0,0,0,100,48.70138,2.4928
443576,91421,Montgeron,2,1,1,7,3,1,0,0,0,100,48.70711,2.46266
443577,91421,Montgeron,1,3,1,6,4,1,0,0,0,100,48.69959,2.44337
443578,91687,Viry-Chatillon,5,3,1,3,3,1,0,0,1,100,48.677786,2.372354
443580,91223,Etampes,1,1,1,6,4,1,0,0,0,100,48.4515,2.155028
443581,91044,Ballainvilliers,3,1,1,5,2,1,0,0,2,100,48.687,2.285
443582,91685,Villiers-sur-Orge,1,1,2,1,3,1,0,0,1,100,48.658365,2.291839
443583,91479,Paray-Vieille-Poste,5,1,1,6,2,1,0,0,0,100,48.72297,2.37061
443584,91691,Yerres,5,1,2,6,3,1,0,0,0,100,48.716773,2.500769
443588,91649,Vert-le-Petit,1,1,8,3,4,1,0,0,1,100,48.553,2.374
443590,91433,Morigny-Champigny,3,1,3,7,2,1,0,0,0,100,48.465719,2.191939
443591,91587,Saulx-les-Chartreux,3,1,1,6,2,1,0,0,1,100,48.701,2.285
443593,91421,Montgeron,4,1,1,6,6,1,0,0,1,100,48.71558,2.44675
443594,91339,Linas,5,2,1,6,2,1,0,0,2,100,48.625664,2.261747
443595,91216,Epinay-sur-Orge,5,1,1,3,4,1,0,0,1,100,48.671389,2.336645
443596,91064,Bievres,3,1,1,6,2,1,0,0,0,100,48.749763,2.201506
443597,91064,Bievres,1,1,1,3,4,1,0,0,1,100,48.763613,2.205959
443598,91434,Morsang-sur-Orge,4,1,2,6,1,1,0,0,3,100,48.667678,2.356794
443599,91223,Etampes,2,1,8,6,3,1,0,0,0,100,48.410217,2.207228
443600,91216,Epinay-sur-Orge,1,2,1,6,3,1,0,0,0,100,48.671389,2.336645
443601,91570,Saint-Michel-sur-Orge,1,1,1,6,3,1,0,0,1,100,48.63825,2.31335
443603,91174,Corbeil-Essonnes,5,1,1,2,2,1,0,0,1,100,48.618392,2.457814
443604,91377,Massy,4,1,1,6,4,1,0,0,1,100,48.720824,2.289482
443605,91114,Brunoy,4,1,1,6,3,1,0,0,1,100,48.69057,2.49604
443606,91692,Les Ulis,3,1,1,7,3,1,0,0,0,100,48.66886,2.19438
443607,91691,Yerres,1,6,1,7,3,1,0,0,0,100,48.732087,2.49786
443610,91471,Orsay,1,3,1,3,4,1,0,0,1,100,48.67966,2.17995
443611,91027,Athis-Mons,1,1,1,6,4,1,0,0,0,100,48.70817,2.38028
443612,91027,Athis-Mons,1,1,1,6,2,1,0,0,1,100,48.705972,2.371585
443613,91207,Egly,1,1,1,7,4,1,0,0,0,100,48.581,2.222
443614,91540,Saint-Cheron,5,1,1,7,3,1,0,0,0,100,48.55,2.12
443615,91235,Fleury-Merogis,1,1,8,6,4,1,0,0,1,100,48.636,2.36
443616,91200,Dourdan,1,1,7,6,3,1,0,0,0,100,48.519,1.988
443617,91648,Vert-le-Grand,3,1,1,2,4,1,0,0,1,100,48.56598,2.34096
443618,91589,Savigny-sur-Orge,3,1,1,6,1,1,0,0,0,100,48.674003,2.342799
443619,91330,Lardy,1,1,1,7,3,1,0,0,0,100,48.533,2.261
443620,91549,Sainte-Genevieve-des-Bois,1,1,1,5,4,1,0,0,3,100,48.642471,2.340352
443622,91247,La Foret-le-Roi,1,1,3,6,3,1,0,0,0,100,48.484,2.044
443623,91421,Montgeron,1,1,1,1,3,1,0,0,1,100,48.71558,2.44675
443624,91182,Courcouronnes,3,1,2,6,1,1,0,0,1,100,48.623387,2.420366
443626,91235,Fleury-Merogis,1,1,8,6,3,1,0,0,0,100,48.635,2.357
443627,91200,Dourdan,1,1,1,3,3,1,0,0,1,100,48.532,1.995
443628,91200,Dourdan,1,1,7,6,4,1,0,0,1,100,48.536,2.012
443630,91198,D'Huison-Longueville,3,1,3,6,4,1,0,0,0,100,48.465,2.31
443632,91461,Ollainville,3,1,1,6,3,1,0,0,0,100,48.606,2.222
443637,91103,Bretigny-sur-Orge,3,1,1,2,3,1,0,0,1,100,48.59253,2.309891
443639,91286,Grigny,1,1,1,6,4,1,0,0,1,100,48.65744,2.38203
443640,91687,Viry-Chatillon,1,1,1,6,4,1,0,0,0,100,48.6575,2.36579
443641,91687,Viry-Chatillon,2,1,1,6,3,1,0,0,0,100,48.66984,2.35602
443642,91161,Chilly-Mazarin,5,2,2,6,1,1,0,0,1,100,48.708638,2.306833
443643,91689,Wissous,3,1,2,7,4,1,0,0,0,100,48.73272,2.32494
443644,91312,Igny,3,1,1,1,2,1,0,0,1,100,48.737343,2.227383
443645,91086,Bondoufle,2,1,1,2,2,1,0,0,1,100,48.623684,2.385017
443646,91553,Saint-Germain-les-Corbeil,1,1,1,6,2,1,0,0,0,100,48.625761,2.473651
443647,91434,Morsang-sur-Orge,3,1,8,6,1,1,0,0,0,100,48.667678,2.356794
443648,91136,Champlan,3,1,1,5,1,1,0,0,2,100,48.713817,2.276457
443649,92009,Bois-Colombes,1,3,1,6,4,1,0,0,1,100,48.914842,2.270377
443650,92004,Asnieres-sur-Seine,1,1,1,6,3,1,0,0,1,100,48.91119,2.29314
443651,92007,Bagneux,1,1,1,6,3,1,0,0,1,100,48.794787,2.303405
443652,92007,Bagneux,1,3,1,6,3,1,0,0,1,100,48.795417,2.311805
443653,92044,Levallois-Perret,1,2,1,6,4,1,0,0,1,100,48.893865,2.288735
443654,92049,Montrouge,5,2,1,3,3,1,0,0,2,100,48.814989,2.320737
443655,92046,Malakoff,1,1,1,6,3,1,0,0,2,100,48.81423,2.3029
443656,92002,Antony,1,1,1,3,9,1,0,0,1,100,48.761412,2.296825
443657,92012,Boulogne-Billancourt,1,3,1,6,4,1,0,0,1,100,48.834402,2.249879
443658,92048,Meudon,1,1,1,6,4,1,0,0,1,100,48.78697,2.22524
443659,92036,Gennevilliers,1,1,1,3,1,1,0,0,3,100,48.93895,2.30412
443660,92012,Boulogne-Billancourt,1,1,1,7,3,1,0,0,0,100,48.824411,2.245971
443661,92020,Chatillon,5,9,1,6,3,1,0,0,0,100,48.82371,2.31728
443662,92007,Bagneux,1,1,1,6,3,1,0,0,1,100,48.801811,2.315755
443663,92064,Saint-Cloud,5,1,2,6,3,1,0,0,1,100,48.84471,2.21745
443664,92046,Malakoff,5,3,1,6,3,1,0,0,2,100,48.81423,2.3029
443665,92025,Colombes,5,1,1,6,3,1,0,0,1,100,48.93503,2.262
443666,92025,Colombes,5,2,2,2,2,1,0,0,1,100,48.91323,2.23045
443667,92004,Asnieres-sur-Seine,1,1,1,6,3,1,0,0,0,100,48.91211,2.30129
443668,92062,Puteaux,1,2,1,5,2,1,0,0,3,100,48.89211,2.24107
443669,92012,Boulogne-Billancourt,1,1,1,6,2,1,0,0,1,100,48.839816,2.239326
443670,92064,Saint-Cloud,1,1,1,5,1,1,0,0,2,100,48.83941,2.21873
443672,92024,Clichy,1,2,8,6,4,1,0,0,1,100,48.90603,2.302952
443673,92024,Clichy,1,3,1,3,4,1,0,0,1,100,48.910028,2.3033
443674,92036,Gennevilliers,1,1,3,2,1,1,0,0,1,100,48.942538,2.28927
443675,92023,Clamart,2,3,1,3,3,1,0,0,2,100,48.790322,2.263228
443676,92025,Colombes,1,1,1,6,3,1,0,0,1,100,48.90864,2.24552
443677,92036,Gennevilliers,5,9,1,1,3,1,0,0,1,100,48.933117,2.294151
443678,92048,Meudon,5,3,1,3,4,1,0,0,1,100,48.786036,2.229646
443679,92073,Suresnes,1,2,1,6,3,1,0,0,1,100,48.873049,2.221258
443680,92044,Levallois-Perret,5,1,1,1,4,1,0,0,1,100,48.896796,2.273475
443682,92012,Boulogne-Billancourt,1,1,1,5,3,1,0,0,2,100,48.846798,2.227195
443683,92062,Puteaux,1,1,1,3,4,1,0,0,1,100,48.880104,2.244345
443684,92078,Villeneuve-la-Garenne,5,3,2,6,3,1,0,0,1,100,48.88932,2.38781
443685,92036,Gennevilliers,1,1,8,2,1,1,0,0,1,100,48.93895,2.30412
443687,92051,Neuilly-sur-Seine,1,1,1,7,2,1,0,0,0,100,48.87633,2.24665
443688,92007,Bagneux,2,2,2,6,4,1,0,0,1,100,48.7954,2.30086
443689,92073,Suresnes,1,2,1,3,3,1,0,0,1,100,48.85958,2.21361
443690,92004,Asnieres-sur-Seine,5,5,1,6,2,1,0,0,1,100,48.91881,2.2816
443691,92024,Clichy,5,5,1,3,3,1,0,0,2,100,48.903538,2.290054
443692,92007,Bagneux,1,1,1,6,4,1,0,0,0,100,48.793229,2.300449
443693,92063,Rueil-Malmaison,2,1,1,6,4,1,0,0,0,100,48.88558,2.16401
443694,92063,Rueil-Malmaison,1,1,1,3,3,1,0,0,1,100,48.867442,2.197828
443695,92050,Nanterre,1,1,1,7,2,1,0,0,1,100,48.886214,2.212319
443696,92051,Neuilly-sur-Seine,1,1,1,6,4,1,0,0,4,100,48.88374,2.26003
443697,92062,Puteaux,1,1,1,6,5,1,0,0,0,100,48.88232,2.24272
443698,92012,Boulogne-Billancourt,1,1,1,1,4,1,0,0,1,100,48.83443,2.25808
443699,92048,Meudon,1,3,1,3,4,1,0,0,1,100,48.78883,2.22442
443700,92002,Antony,1,1,1,7,4,1,0,0,0,100,48.75059,2.29552
443701,92024,Clichy,1,1,1,6,4,1,0,0,0,100,48.902536,2.306675
443702,92025,Colombes,1,1,1,3,4,1,0,0,1,100,48.926918,2.243504
443703,92050,Nanterre,1,4,1,6,4,1,0,0,1,100,48.90306,2.22739
443704,92026,Courbevoie,1,2,1,3,2,1,0,0,1,100,48.88843,2.25057
443705,92009,Bois-Colombes,1,1,1,3,3,1,0,0,1,100,48.907354,2.265823
443706,92036,Gennevilliers,2,2,1,6,4,1,0,0,1,100,48.92507,2.30738
443707,92002,Antony,1,1,1,6,1,1,0,0,0,100,48.761412,2.296825
443708,92004,Asnieres-sur-Seine,1,1,1,6,3,1,0,0,1,100,48.90499,2.28777
443709,92019,Chatenay-Malabry,5,1,1,6,3,1,0,0,0,100,48.770327,2.274251
443710,92020,Chatillon,1,1,1,3,3,1,0,0,1,100,48.804401,2.297896
443711,92063,Rueil-Malmaison,5,2,3,6,4,1,0,0,1,100,48.86604,2.18667
443712,92026,Courbevoie,1,2,1,6,3,1,0,0,1,100,48.89758,2.24765
443713,92062,Puteaux,1,9,2,2,3,1,0,0,1,100,48.8923,2.2334
443714,92024,Clichy,1,2,1,3,3,1,0,0,1,100,48.89639,2.30857
443715,92049,Montrouge,1,2,1,3,3,1,0,0,1,100,48.818283,2.320928
443716,92002,Antony,5,2,1,3,3,1,0,0,1,100,48.74847,2.304213
443717,92012,Boulogne-Billancourt,1,2,1,6,3,1,0,0,1,100,48.845852,2.23704
443718,92012,Boulogne-Billancourt,5,1,1,6,3,1,0,0,0,100,48.838665,2.251455
443719,92014,Bourg-la-Reine,1,1,1,6,4,1,0,0,1,100,48.77724,2.32237
443720,92050,Nanterre,5,1,1,2,1,1,0,0,1,100,48.90398,2.19758
443721,92036,Gennevilliers,1,1,8,6,1,1,0,0,0,100,48.936224,2.289527
443722,92004,Asnieres-sur-Seine,5,1,9,5,3,1,0,0,2,100,48.91211,2.30129
443724,92050,Nanterre,5,1,8,2,4,1,0,0,1,100,48.89278,2.1862
443725,92020,Chatillon,1,1,1,6,4,1,0,0,1,100,48.800452,2.28249
443726,92044,Levallois-Perret,1,2,1,3,4,1,0,0,1,100,48.89389,2.28874
443727,92062,Puteaux,2,2,1,6,3,1,0,0,0,100,48.37033,10.89789
443729,92007,Bagneux,1,1,1,6,3,1,0,0,1,100,48.798053,2.322478
443730,92012,Boulogne-Billancourt,1,2,2,6,3,1,0,0,1,100,48.831922,2.238187
443731,92025,Colombes,1,1,1,6,1,1,0,0,0,100,48.93377,2.27285
443732,92026,Courbevoie,3,1,1,1,2,1,0,0,1,100,48.89399,2.26346
443733,92025,Colombes,1,1,3,7,3,1,0,0,0,100,48.92306,2.25498
443734,92049,Montrouge,1,2,1,6,3,1,0,0,1,100,48.810134,2.314431
443735,92023,Clamart,1,1,1,3,3,1,0,0,1,100,48.790322,2.263228
443736,92048,Meudon,3,1,1,7,4,1,0,0,0,100,48.80249,2.20503
443737,92050,Nanterre,5,1,2,6,3,1,0,0,0,100,48.88605,2.20177
443738,92020,Chatillon,5,2,1,6,3,1,0,0,1,100,48.79419,2.2722
443739,92002,Antony,1,1,1,2,1,1,0,0,1,100,48.733573,2.312759
443740,92026,Courbevoie,5,1,3,7,3,1,0,0,0,100,48.895017,2.239744
443741,92051,Neuilly-sur-Seine,1,3,8,6,4,1,0,0,1,100,48.88229,2.26337
443742,92049,Montrouge,5,1,1,6,3,1,0,0,0,100,48.815408,2.317805
443743,92071,Sceaux,5,6,4,6,3,1,0,0,1,100,48.7847,2.30908
443744,92002,Antony,1,1,1,6,3,1,0,0,1,100,48.74889,2.30285
443745,92002,Antony,5,3,1,3,3,1,0,0,1,100,48.7362,2.30234
443746,92071,Sceaux,1,1,1,2,3,1,0,0,3,100,48.77804,2.29247
443747,92023,Clamart,1,5,1,6,3,1,0,0,1,100,48.80185,2.26571
443748,92024,Clichy,1,2,1,6,3,1,0,0,1,100,48.9008,2.31593
443749,92025,Colombes,5,1,1,5,3,1,0,0,2,100,48.90864,2.24552
443750,92048,Meudon,1,1,1,7,4,1,0,0,0,100,48.8161,2.23036
443751,92048,Meudon,1,1,1,6,4,1,0,0,1,100,48.81737,2.24602
443752,92050,Nanterre,1,1,8,6,4,1,0,0,1,100,48.91119,2.22581
443753,92073,Suresnes,5,1,1,6,3,1,0,0,0,100,48.85958,2.21361
443754,92075,Vanves,1,1,1,6,3,1,0,0,0,100,48.820295,2.285849
443756,93001,Aubervilliers,5,1,1,6,1,1,0,0,0,100,48.921095,2.373189
443757,93070,Saint-Ouen,5,2,1,6,4,1,0,0,0,100,48.90451,2.32871
443758,93078,Villepinte,1,1,1,7,1,1,0,0,0,100,48.963105,2.522216
443759,93015,Coubron,3,1,1,6,3,1,0,0,0,100,48.92528,2.58742
443760,93066,Saint-Denis,1,1,1,6,3,1,0,0,2,100,48.922158,2.343554
443761,93078,Villepinte,1,2,1,1,3,1,0,0,1,100,48.95151,2.52699
443762,93055,Pantin,1,1,1,6,2,1,0,0,1,100,48.895087,2.423099
443763,93077,Villemomble,1,2,1,6,3,1,0,0,1,100,48.88818,2.51004
443764,93010,Bondy,1,1,1,6,2,1,0,0,1,100,48.37006,10.91181
443765,93059,Pierrefitte-sur-Seine,1,1,1,6,2,1,0,0,1,100,48.949083,2.357605
443766,93051,Noisy-le-Grand,1,1,1,6,4,1,0,0,1,100,48.84793,2.5371
443767,93064,Rosny-sous-Bois,5,1,1,1,4,1,0,0,0,100,48.860889,2.48573
443768,93071,Sevran,1,1,2,6,4,1,0,0,1,100,48.93473,2.53189
443769,93071,Sevran,1,3,1,6,4,1,0,0,1,100,48.947038,2.519876
443770,93008,Bobigny,1,3,1,3,4,1,0,0,1,100,48.9096,2.46938
443771,93013,Le Bourget,1,1,1,6,2,1,0,0,1,100,48.934918,2.425804
443772,93064,Rosny-sous-Bois,1,1,1,3,4,1,0,0,1,100,48.8626,2.4969
443774,93066,Saint-Denis,1,1,1,6,4,1,0,0,1,100,48.937883,2.3504
